year;equipment;Seu;title_exhibition;visits;start_date;end_date;type_production;district_code;district_name;neighbourhood_code;neighbourhood_name;ownership;entity;general_type;equipment_type;scope;latitude;longitude;web
2021;Palau Robert;Palau Robert;Tricicle Clic!;48190;03.05.21;03.10.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Rock viu;31902;12.05.21;05.09.21;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Underground i contracultura a la catalunya dels 70 ;53472;02.06.21;06.03.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;100 anys mirant el cel;13518;17.09.21;16.01.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Palau Robert;Palau Robert;Portes obertes a l'Escola pública;12229;27.10.21;18.04.22;Pròpia;2;Eixample;7;la Dreta de l'Eixample;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41396100952;2159514266;http://www.gencat.cat/palaurobert
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;"""Sin título"" (Loverboy) - Felix Gonzalez-Torres";1551;25.03.21;11.04.21;Coproducció;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;Hermosos fracasos | Stella Rahola Matutes y Roger Paez;336;15.04.21;18.04.21;Coproducció;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;El Proyecto MIES. Retratos arquitectónicos, Arina Dähnick;3169;06.05.21;06.06.21;Coproducció;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;Exposición XV Bienal de Arquitectura y Urbanismo de España ;12313;28.06.21;30.09.21;Externa;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;"""La Carpa"" Festival Llop Barcelona";1846;09.11.21;21.11.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Pavelló Mies van der Rohe;Pavelló Mies van der Rohe;"""Never Demolish"" d'Ilka i Andrea Ruby";3529;26.11.21;16.12.21;Pròpia;3;Sants-Montjuïc;11;el Poble Sec;Consorci o fundació amb presència municipal;Fundació Mies van der Rohe;Espais d'interès patrimonial;Centres patrimonials;Història i memòria;41370666;2149491;http://www.miesbcn.com
2021;Santa Mònica;Santa Mònica;Activistes per la vida. Gervasio Sánchez;9454;04.11.20;14.03.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Ara mateix: tot està per fer i tot és possible;2466;10.11.20;17.01.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Lladres. Mabel Palacín;2465;10.11.20;17.01.21;Coproducció;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;FER (1949-2020) L'humor amable;3555;16.12.20;28.02.21;Coproducció;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Sous les violons, la plage!;727;11.02.21;14.02.21;Pròpia;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;ECOSS. Ecosistemes de l'inesperat;3719;18.03.21;18.05.21;Pròpia;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Felícia Fuster. Plurivisions;4068;21.03.21;30.05.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Cabosanroque. Dimonis;1074;15.05.21;13.06.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Miralles. Photos & Collages;4524;15.05.21;30.06.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Extra Mònica;441;10.07.21;25.07.21;Pròpia;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Kronos;4126;10.07.21;17.07.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Art Photo;1784;23.07.21;25.07.21;Externa;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
2021;Santa Mònica;Santa Mònica;Exposar, no exposar-se, exposar-se, no exposar;7297;24.09.21;09.01.22;Pròpia;1;Ciutat Vella;1;el Raval;Pública no municipal;Generalitat de Catalunya;Centres d'exposicions;Centres d'exposicions;Arts visuals;41377227254;2175597264;http://www.artssantamonica.cat
